0.00E+00,0.923
6.00E-01,0.961
1.20E+00,0.995
1.80E+00,1.011
2.40E+00,1.03
3.00E+00,1.04
3.60E+00,1.05
4.20E+00,1.055
4.80E+00,1.068
5.40E+00,1.057
6.00E+00,1.039
6.60E+00,0.955
7.20E+00,0.238
7.80E+00,0.629
8.40E+00,0.778
9.00E+00,0.852
9.60E+00,0.905
1.02E+01,0.939
1.08E+01,0.976
1.14E+01,0.998
1.20E+01,1.035
1.26E+01,1.035
1.32E+01,1.048
1.38E+01,1.049
1.44E+01,1.051
1.50E+01,1.058
1.56E+01,1.039
1.62E+01,0.986
1.68E+01,0.234
1.74E+01,0.577
1.80E+01,0.753
1.86E+01,0.841
1.92E+01,0.901
1.98E+01,0.942
2.04E+01,0.966
2.10E+01,0.993
2.16E+01,1.016
2.22E+01,1.026
2.28E+01,1.044
2.34E+01,1.056
2.40E+01,1.054
2.46E+01,1.062
2.52E+01,1.04
2.58E+01,1.004
2.64E+01,0.327
2.70E+01,0.534
2.76E+01,0.744
2.82E+01,0.831
2.88E+01,0.886
2.94E+01,0.938
3.00E+01,0.967
3.06E+01,0.995
3.12E+01,1.013
3.18E+01,1.034
3.24E+01,1.045
3.30E+01,1.055
3.36E+01,1.056
3.42E+01,1.049
3.48E+01,1.051
3.54E+01,1.014
3.60E+01,0.5
3.66E+01,0.454
3.72E+01,0.716
3.78E+01,0.823
3.84E+01,0.885
3.90E+01,0.935
3.96E+01,0.968
4.02E+01,0.999
4.08E+01,1.02
4.14E+01,1.045
4.20E+01,1.055
4.26E+01,1.061
4.32E+01,1.069
4.38E+01,1.068
4.44E+01,1.061
4.50E+01,1.042
4.56E+01,0.725
4.62E+01,0.391
4.68E+01,0.713
4.74E+01,0.822
4.80E+01,0.889
4.86E+01,0.941
4.92E+01,0.973
4.98E+01,0.999
5.04E+01,1.015
5.10E+01,1.031
5.16E+01,1.049
5.22E+01,1.057
5.28E+01,1.066
5.34E+01,1.064
5.40E+01,1.057
5.46E+01,1.037
5.52E+01,0.88
5.58E+01,0.305
5.64E+01,0.677
5.70E+01,0.8
5.76E+01,0.882
5.82E+01,0.919
5.88E+01,0.959
5.94E+01,0.983
6.00E+01,1.004
6.06E+01,1.024
6.12E+01,1.039
6.18E+01,1.043
6.24E+01,1.062
6.30E+01,1.055
6.36E+01,1.053
6.42E+01,1.032
6.48E+01,0.938
6.54E+01,0.248
6.60E+01,0.65
6.66E+01,0.786
6.72E+01,0.865
6.78E+01,0.908
6.84E+01,0.952
6.90E+01,0.985
6.96E+01,1.004
7.02E+01,1.025
7.08E+01,1.038
7.14E+01,1.05
7.20E+01,1.052
7.26E+01,1.055
7.32E+01,1.056
7.38E+01,1.032
7.44E+01,0.918
7.50E+01,0.265
7.56E+01,0.653
7.62E+01,0.792
7.68E+01,0.859
7.74E+01,0.915
7.80E+01,0.954
7.86E+01,0.984
7.92E+01,1.005
7.98E+01,1.025
8.04E+01,1.036
8.10E+01,1.045
8.16E+01,1.058
8.22E+01,1.073
8.28E+01,1.051
8.34E+01,1.034
8.40E+01,0.939
8.46E+01,0.246
8.52E+01,0.648
8.58E+01,0.778
8.64E+01,0.859
8.70E+01,0.913
8.76E+01,0.946
8.82E+01,0.983
8.88E+01,1.012
8.94E+01,1.029
9.00E+01,1.055
9.06E+01,1.063
9.12E+01,1.053
9.18E+01,1.059
9.24E+01,1.048
9.30E+01,1.034
9.36E+01,0.947
9.42E+01,0.23
9.48E+01,0.632
9.54E+01,0.776
9.60E+01,0.855
9.66E+01,0.903
9.72E+01,0.953
9.78E+01,0.976
9.84E+01,1.006
9.90E+01,1.019
9.96E+01,1.029
1.00E+02,1.047
1.01E+02,1.052
1.01E+02,1.057
1.02E+02,1.048
1.03E+02,1.035
1.03E+02,0.966
1.04E+02,0.217
1.04E+02,0.614
1.05E+02,0.766
1.06E+02,0.849
1.06E+02,0.905
1.07E+02,0.943
1.07E+02,0.977
1.08E+02,0.999
1.09E+02,1.017
1.09E+02,1.027
1.10E+02,1.04
1.10E+02,1.049
1.11E+02,1.053
1.12E+02,1.053
1.12E+02,1.031
1.13E+02,0.968
1.13E+02,0.225
1.14E+02,0.613
1.15E+02,0.77
1.15E+02,0.847
1.16E+02,0.905
1.16E+02,0.948
1.17E+02,0.976
1.18E+02,0.992
1.18E+02,1.018
1.19E+02,1.034
1.19E+02,1.043
1.20E+02,1.052
1.21E+02,1.051
1.21E+02,1.052
1.22E+02,1.033
1.22E+02,0.964
1.23E+02,0.211
1.24E+02,0.607
1.24E+02,0.769
1.25E+02,0.845
1.25E+02,0.906
1.26E+02,0.944
1.27E+02,0.973
1.27E+02,0.999
1.28E+02,1.02
1.28E+02,1.032
1.29E+02,1.039
1.30E+02,1.045
1.30E+02,1.051
1.31E+02,1.052
1.31E+02,1.034
1.32E+02,0.961
1.33E+02,0.215
1.33E+02,0.622
1.34E+02,0.77
1.34E+02,0.855
1.35E+02,0.906
1.36E+02,0.945
1.36E+02,0.975
1.37E+02,1.002
1.37E+02,1.017
1.38E+02,1.033
1.39E+02,1.044
1.39E+02,1.053
1.40E+02,1.064
1.40E+02,1.048
1.41E+02,1.022
1.42E+02,0.92
1.42E+02,0.248
1.43E+02,0.644
1.43E+02,0.784
1.44E+02,0.862
1.45E+02,0.909
1.45E+02,0.948
1.46E+02,0.982
1.46E+02,1.005
1.47E+02,1.027
1.48E+02,1.038
1.48E+02,1.045
1.49E+02,1.053
1.49E+02,1.053
1.50E+02,1.044
1.51E+02,1.021
1.51E+02,0.913
1.52E+02,0.268
1.52E+02,0.659
1.53E+02,0.794
1.54E+02,0.876
1.54E+02,0.918
1.55E+02,0.959
1.55E+02,0.985
1.56E+02,1.008
1.57E+02,1.024
1.57E+02,1.04
1.58E+02,1.036
1.58E+02,1.048
1.59E+02,1.052
1.60E+02,1.037
1.60E+02,1.004
1.61E+02,0.662
1.61E+02,0.421
1.62E+02,0.716
1.63E+02,0.817
1.63E+02,0.881
1.64E+02,0.927
1.64E+02,0.965
1.65E+02,0.985
1.66E+02,1.013
1.66E+02,1.032
1.67E+02,1.04
1.67E+02,1.047
1.68E+02,1.05
1.69E+02,1.056
1.69E+02,1.038
1.70E+02,1.006
1.70E+02,0.588
1.71E+02,0.447
1.72E+02,0.724
1.72E+02,0.826
1.73E+02,0.886
1.73E+02,0.932
1.74E+02,0.969
1.75E+02,0.992
1.75E+02,1.014
1.76E+02,1.029
1.76E+02,1.055
1.77E+02,1.047
1.78E+02,1.052
1.78E+02,1.048
1.79E+02,1.035
1.79E+02,0.975
1.80E+02,0.367
1.81E+02,0.534
1.81E+02,0.745
1.82E+02,0.84
1.82E+02,0.905
1.83E+02,0.943
1.84E+02,0.969
1.84E+02,0.997
1.85E+02,1.013
1.85E+02,1.027
1.86E+02,1.044
1.87E+02,1.05
1.87E+02,1.061
1.88E+02,1.053
1.88E+02,1.024
1.89E+02,0.974
1.90E+02,0.248
1.90E+02,0.602
1.91E+02,0.77
1.91E+02,0.85
1.92E+02,0.907
1.93E+02,0.952
1.93E+02,0.981
1.94E+02,1.006
1.94E+02,1.026
1.95E+02,1.038
1.96E+02,1.05
1.96E+02,1.053
1.97E+02,1.054
1.97E+02,1.047
1.98E+02,1.032
1.99E+02,0.936
1.99E+02,0.238
2.00E+02,0.64
2.00E+02,0.785
2.01E+02,0.868
2.02E+02,0.916
2.02E+02,0.953
2.03E+02,0.979
2.03E+02,1.007
2.04E+02,1.028
2.05E+02,1.043
2.05E+02,1.05
2.06E+02,1.055
2.06E+02,1.063
2.07E+02,1.068
2.08E+02,1.069
2.08E+02,0.977
2.09E+02,0.438
2.09E+02,0.955
2.10E+02,0.878
2.11E+02,0.873
2.11E+02,0.925
2.12E+02,0.961
2.12E+02,0.992
2.13E+02,1.009
2.14E+02,1.031
2.14E+02,1.04
2.15E+02,1.055
2.15E+02,1.058
2.16E+02,1.055
2.17E+02,1.056
2.17E+02,1.025
2.18E+02,0.801
2.18E+02,0.381
2.19E+02,0.701
2.20E+02,0.818
2.20E+02,0.885
2.21E+02,0.931
2.21E+02,0.969
2.22E+02,0.994
2.23E+02,1.013
2.23E+02,1.033
2.24E+02,1.051
2.24E+02,1.056
2.25E+02,1.058
2.26E+02,1.055
2.26E+02,1.049
2.27E+02,1.011
2.27E+02,0.561
2.28E+02,0.461
2.29E+02,0.736
2.29E+02,0.838
2.30E+02,0.897
2.30E+02,0.946
2.31E+02,0.971
2.32E+02,0.998
2.32E+02,1.016
2.33E+02,1.038
2.33E+02,1.055
2.34E+02,1.056
2.35E+02,1.054
2.35E+02,1.06
2.36E+02,1.052
2.36E+02,1.002
2.37E+02,0.324
2.38E+02,0.567
2.38E+02,0.765
2.39E+02,0.852
2.39E+02,0.911
2.40E+02,0.954
2.41E+02,0.982
2.41E+02,1.006
2.42E+02,1.027
2.42E+02,1.04
2.43E+02,1.05
2.44E+02,1.061
2.44E+02,1.058
2.45E+02,1.057
2.45E+02,1.047
2.46E+02,0.981
2.47E+02,0.248
2.47E+02,0.62
2.48E+02,0.782
2.48E+02,0.864
2.49E+02,0.923
2.50E+02,0.954
2.50E+02,0.991
2.51E+02,1.02
2.51E+02,1.032
2.52E+02,1.048
2.53E+02,1.06
2.53E+02,1.06
2.54E+02,1.061
2.54E+02,1.058
2.55E+02,1.032
2.56E+02,0.918
2.56E+02,0.283
2.57E+02,0.678
2.57E+02,0.815
2.58E+02,0.884
2.59E+02,0.935
2.59E+02,0.972
2.60E+02,0.998
2.60E+02,1.025
2.61E+02,1.04
2.62E+02,1.059
2.62E+02,1.075
2.63E+02,1.086
2.63E+02,1.104
2.64E+02,1.103
2.65E+02,1.093
2.65E+02,0.918
2.66E+02,0.386
2.66E+02,0.715
2.67E+02,0.829
2.68E+02,0.896
2.68E+02,0.939
2.69E+02,0.978
2.69E+02,1.014
2.70E+02,1.026
2.71E+02,1.043
2.71E+02,1.055
2.72E+02,1.061
2.72E+02,1.068
2.73E+02,1.076
2.74E+02,1.067
2.74E+02,1.03
2.75E+02,0.595
2.75E+02,0.469
2.76E+02,0.751
2.77E+02,0.844
2.77E+02,0.909
2.78E+02,0.956
2.78E+02,0.994
2.79E+02,1.008
2.80E+02,1.035
2.80E+02,1.059
2.81E+02,1.071
2.81E+02,1.073
2.82E+02,1.086
2.83E+02,1.093
2.83E+02,1.097
2.84E+02,1.062
2.84E+02,0.459
2.85E+02,0.611
2.86E+02,0.844
2.86E+02,0.949
2.87E+02,1.021
2.87E+02,1.078
2.88E+02,1.114
2.89E+02,1.124
2.89E+02,1.127
2.90E+02,1.123
2.90E+02,1.117
2.91E+02,1.105
2.92E+02,1.09
2.92E+02,1.078
2.93E+02,1.062
2.93E+02,1
2.94E+02,0.266
2.95E+02,0.634
2.95E+02,0.799
2.96E+02,0.882
2.96E+02,0.935
2.97E+02,0.978
2.98E+02,1.007
2.98E+02,1.032
2.99E+02,1.049
2.99E+02,1.068
3.00E+02,1.068
3.01E+02,1.086
3.01E+02,1.084
3.02E+02,1.073
3.02E+02,1.054
3.03E+02,0.969
3.04E+02,0.287
3.04E+02,0.686
3.05E+02,0.825
3.05E+02,0.9
3.06E+02,0.95
3.07E+02,0.989
3.07E+02,1.015
3.08E+02,1.032
3.08E+02,1.062
3.09E+02,1.072
3.10E+02,1.077
3.10E+02,1.086
3.11E+02,1.088
3.11E+02,1.071
3.12E+02,1.06
3.13E+02,0.828
3.13E+02,0.403
3.14E+02,0.742
3.14E+02,0.826
3.15E+02,0.909
3.16E+02,0.966
3.16E+02,1.03
3.17E+02,1.078
3.17E+02,1.151
3.18E+02,1.218
3.19E+02,1.115
3.19E+02,1.047
3.20E+02,1.042
3.20E+02,1.047
3.21E+02,1.034
3.22E+02,0.991
3.22E+02,0.417
3.23E+02,0.504
3.23E+02,0.739
