0.00E+00,-0.024
6.01E-01,-0.025
1.20E+00,-0.026
1.82E+00,-0.028
2.40E+00,-0.032
3.00E+00,-0.002
3.60E+00,-0.034
4.20E+00,-0.033
4.80E+00,-0.033
5.40E+00,-0.03
6.02E+00,-0.02
6.60E+00,0.007
7.20E+00,0.042
7.80E+00,0.065
8.40E+00,0.064
9.00E+00,0.069
9.60E+00,0.098
1.02E+01,0.027
1.08E+01,0.024
1.14E+01,-0.017
1.20E+01,-0.044
1.26E+01,-0.066
1.32E+01,-0.062
1.38E+01,-0.074
1.44E+01,-0.07
1.50E+01,-0.068
1.56E+01,-0.079
1.62E+01,-0.078
1.68E+01,-0.047
1.74E+01,0.005
1.80E+01,0.069
1.86E+01,0.117
1.92E+01,0.091
1.98E+01,0.043
2.04E+01,0.02
2.10E+01,0.007
2.16E+01,-0.003
2.22E+01,-0.006
2.28E+01,0.013
2.34E+01,-0.004
2.40E+01,0.001
2.46E+01,0.009
2.52E+01,0.031
2.58E+01,0.047
2.64E+01,0.073
2.70E+01,0.096
2.76E+01,-0.031
2.82E+01,-0.083
2.88E+01,-0.071
2.94E+01,-0.059
3.00E+01,-0.033
3.06E+01,0.008
3.12E+01,0.095
3.18E+01,0.182
3.24E+01,0.303
3.30E+01,0.436
3.36E+01,0.474
3.42E+01,0.341
3.48E+01,0.165
3.54E+01,0.029
3.60E+01,-0.076
3.66E+01,-0.079
3.72E+01,-0.082
3.78E+01,-0.083
3.84E+01,-0.083
3.90E+01,-0.001
3.96E+01,0.019
4.02E+01,-0.089
4.08E+01,-0.087
4.14E+01,-0.09
4.20E+01,-0.09
4.26E+01,-0.086
4.32E+01,-0.035
4.38E+01,0.393
4.44E+01,0.362
4.50E+01,-0.006
4.56E+01,-0.032
4.62E+01,-0.054
4.68E+01,-0.059
4.74E+01,-0.064
4.80E+01,-0.069
4.86E+01,-0.073
4.92E+01,-0.075
4.98E+01,-0.077
5.04E+01,-0.078
5.10E+01,-0.08
5.16E+01,-0.082
5.22E+01,-0.082
5.28E+01,-0.082
5.34E+01,-0.007
5.40E+01,0.34
5.46E+01,0.349
5.52E+01,0.199
5.58E+01,0.053
5.64E+01,-0.014
5.70E+01,-0.038
5.76E+01,0.041
5.82E+01,0.376
5.88E+01,0.399
5.94E+01,0.281
6.00E+01,0.19
6.06E+01,0.093
6.12E+01,0.043
6.18E+01,0.027
6.24E+01,0.035
6.30E+01,0.045
6.36E+01,0.084
6.42E+01,0.248
6.48E+01,0.381
6.54E+01,0.58
6.60E+01,0.841
6.66E+01,0.832
6.72E+01,0.583
6.78E+01,0.446
6.84E+01,0.411
6.90E+01,0.395
6.96E+01,0.346
7.02E+01,0.222
7.08E+01,0.014
7.15E+01,-0.049
7.21E+01,-0.063
7.27E+01,-0.057
7.33E+01,-0.052
7.39E+01,-0.053
7.45E+01,-0.062
7.51E+01,-0.053
7.57E+01,-0.085
7.63E+01,-0.085
7.69E+01,-0.083
7.75E+01,-0.089
7.81E+01,-0.081
7.87E+01,-0.079
7.93E+01,-0.08
7.99E+01,-0.087
8.05E+01,-0.086
8.11E+01,-0.073
8.17E+01,-0.043
8.23E+01,-0.025
8.29E+01,-0.018
8.35E+01,-0.014
8.41E+01,-0.04
8.47E+01,0.18
8.53E+01,0.071
8.59E+01,-0.039
8.65E+01,-0.063
8.71E+01,-0.077
8.77E+01,-0.085
8.83E+01,-0.085
8.89E+01,-0.086
8.95E+01,-0.076
9.01E+01,0.097
9.07E+01,0.235
9.13E+01,0.268
9.19E+01,-0.022
9.25E+01,-0.09
9.31E+01,-0.089
9.37E+01,-0.083
9.43E+01,-0.015
9.49E+01,0.164
9.55E+01,0.264
9.61E+01,0.191
9.67E+01,0.261
9.73E+01,0.413
9.79E+01,0.439
9.85E+01,0.255
9.91E+01,0.104
9.97E+01,0.014
1.00E+02,0.06
1.01E+02,0.116
1.01E+02,0.165
1.02E+02,0.172
1.03E+02,0.167
1.03E+02,0.177
1.04E+02,0.17
1.04E+02,0.097
1.05E+02,0.003
1.06E+02,-0.066
1.06E+02,-0.084
1.07E+02,-0.056
1.07E+02,-0.058
1.08E+02,-0.058
1.09E+02,-0.058
1.09E+02,-0.059
1.10E+02,-0.064
1.10E+02,-0.052
1.11E+02,-0.075
1.12E+02,-0.079
1.12E+02,-0.08
1.13E+02,-0.085
1.13E+02,-0.086
1.14E+02,-0.086
1.15E+02,-0.09
1.15E+02,-0.091
1.16E+02,-0.089
1.16E+02,-0.091
1.17E+02,-0.092
1.18E+02,-0.092
1.18E+02,-0.091
1.19E+02,-0.087
1.19E+02,-0.007
1.20E+02,0.402
1.21E+02,0.411
1.21E+02,0.142
1.22E+02,-0.001
1.22E+02,0.02
1.23E+02,0.05
1.24E+02,0.075
1.24E+02,0.05
1.25E+02,0.03
1.25E+02,0.386
1.26E+02,-0.002
1.27E+02,-0.065
1.27E+02,-0.041
1.28E+02,-0.087
1.29E+02,-0.089
1.29E+02,-0.086
1.30E+02,-0.091
1.30E+02,-0.09
1.31E+02,-0.091
1.32E+02,-0.084
1.32E+02,-0.052
1.33E+02,-0.062
1.33E+02,-0.062
1.34E+02,-0.063
1.35E+02,-0.063
1.35E+02,-0.064
1.36E+02,-0.05
1.36E+02,-0.074
1.37E+02,-0.07
1.38E+02,-0.049
1.38E+02,-0.024
1.39E+02,0.015
1.39E+02,0.054
1.40E+02,0.112
1.41E+02,0.142
1.41E+02,0.033
1.42E+02,-0.032
1.42E+02,-0.07
1.43E+02,-0.089
1.44E+02,-0.087
1.44E+02,-0.091
1.45E+02,-0.039
1.45E+02,-0.039
1.46E+02,-0.06
1.47E+02,-0.036
1.47E+02,0.015
1.48E+02,0.043
1.48E+02,0.106
1.49E+02,0.009
1.50E+02,-0.046
1.50E+02,-0.07
1.51E+02,-0.082
1.51E+02,-0.086
1.52E+02,-0.087
1.53E+02,-0.089
1.53E+02,-0.09
1.54E+02,-0.092
1.54E+02,-0.092
1.55E+02,-0.092
1.56E+02,-0.092
1.56E+02,-0.092
1.57E+02,-0.093
1.57E+02,-0.065
1.58E+02,-0.06
1.59E+02,-0.067
1.59E+02,-0.064
1.60E+02,-0.061
1.60E+02,-0.065
1.61E+02,-0.067
1.62E+02,-0.072
1.62E+02,-0.079
1.63E+02,-0.082
1.63E+02,-0.086
1.64E+02,-0.063
1.65E+02,-0.088
1.65E+02,-0.064
1.66E+02,0.081
1.66E+02,0.135
1.67E+02,0.051
1.68E+02,-0.031
1.68E+02,-0.079
1.69E+02,-0.093
1.69E+02,-0.093
1.70E+02,-0.09
1.71E+02,-0.076
1.71E+02,-0.069
1.72E+02,-0.053
1.72E+02,-0.065
1.73E+02,-0.064
1.74E+02,-0.067
1.74E+02,-0.067
1.75E+02,-0.045
1.75E+02,-0.049
1.76E+02,-0.036
1.77E+02,0.021
1.77E+02,0.219
1.78E+02,0.47
1.78E+02,0.489
1.79E+02,0.255
1.80E+02,-0.065
1.80E+02,-0.03
1.81E+02,0.077
1.81E+02,0.237
1.82E+02,0.309
1.83E+02,0.129
1.83E+02,-0.08
1.84E+02,-0.044
