SpectraSuite Data File
++++++++++++++++++++++++++++++++++++
Date: Mon May 20 12:12:30 CDT 2013
User: Students
Dark Spectrum Present: Yes
Reference Spectrum Present: Yes
Number of Sampled Component Spectra: 1
Spectrometers: USB4H00887
Integration Time (usec): 60000 (USB4H00887)
Spectra Averaged: 5 (USB4H00887)
Boxcar Smoothing: 5 (USB4H00887)
Correct for Electrical Dark: No (USB4H00887)
Strobe/Lamp Enabled: No (USB4H00887)
Correct for Detector Non-linearity: No (USB4H00887)
Correct for Stray Light: No (USB4H00887)
Number of Pixels in Processed Spectrum: 3648
>>>>>Begin Processed Spectral Data<<<<<
345.83	0.127
346.05	0.127
346.26	0.127
346.48	-0.000
346.70	0.288
346.92	0.011
347.14	0.024
347.35	0.022
347.57	0.212
347.79	-0.159
348.01	-0.132
348.23	-0.262
348.44	-0.000
348.66	0.241
348.88	-0.295
349.10	-0.039
349.32	-0.011
349.53	0.011
349.75	0.017
349.97	0.047
350.19	0.056
350.41	0.035
350.62	-0.192
350.84	0.019
351.06	0.048
351.28	0.026
351.50	-0.110
351.71	-0.131
351.93	-0.018
352.15	-0.015
352.37	-0.068
352.58	0.005
352.80	0.023
353.02	0.024
353.24	0.060
353.46	0.141
353.67	-0.035
353.89	0.052
354.11	0.051
354.33	0.047
354.54	0.072
354.76	0.131
354.98	0.105
355.20	0.119
355.41	0.090
355.63	0.136
355.85	0.080
356.07	-0.000
356.28	0.089
356.50	0.117
356.72	0.035
356.94	0.130
357.15	0.160
357.37	-0.000
357.59	0.090
357.81	0.048
358.02	0.064
358.24	0.049
358.46	0.083
358.68	0.083
358.89	0.065
359.11	-0.000
359.33	0.084
359.55	-0.598
359.76	0.126
359.98	0.166
360.20	0.154
360.42	0.153
360.63	0.163
360.85	0.123
361.07	0.384
361.29	0.061
361.50	0.204
361.72	0.077
361.94	0.257
362.15	0.140
362.37	0.075
362.59	0.083
362.81	0.127
363.02	0.273
363.24	0.465
363.46	0.289
363.68	0.422
363.89	0.233
364.11	0.361
364.33	0.451
364.54	0.232
364.76	0.310
364.98	0.346
365.20	0.393
365.41	0.214
365.63	0.248
365.85	0.154
366.06	0.545
366.28	0.527
366.50	0.252
366.71	0.100
366.93	0.132
367.15	0.112
367.37	0.102
367.58	0.140
367.80	0.148
368.02	0.447
368.23	0.136
368.45	0.119
368.67	0.100
368.88	0.107
369.10	-0.000
369.32	0.129
369.53	0.072
369.75	0.141
369.97	0.354
370.19	0.220
370.40	0.074
370.62	0.260
370.84	0.113
371.05	0.928
371.27	0.189
371.49	0.211
371.70	0.233
371.92	0.388
372.14	0.141
372.35	0.156
372.57	0.182
372.79	0.652
373.00	0.127
